vin,customerID,startdate,partnumber,quantity,price,vendorname
7754T022K8E889647,40,2020-12-14,TP-EAELASS0090,3,455.42,Funholding
7754T022K8E889647,40,2021-01-05,FG-EAEM0136,1,192.13,Funholding
7754T022K8E889647,40,2021-01-05,ZN-BAE0022,1,200.93,Zathunicon
7754T022K8E889647,40,2021-01-05,ZN-PACBS0166,3,16.53,Toughzap
7754T022K8E889647,40,2021-02-07,FH-BAED0027,3,336.99,Zathunicon
7754T022K8E889647,40,2021-02-07,FH-BAEW0038,2,248.7,Zathunicon
7754T022K8E889647,40,2021-02-07,FH-EAEAD0044,3,4.62,Toughzap
7754T022K8E889647,40,2021-02-07,FH-PACBS0180,1,40.02,Betatech
7754T022K8E889647,40,2021-02-07,NM-EAEM0135,2,143.26,Finhigh
7754T022K8E889647,40,2021-02-07,PP-BAE0018,4,273.8,Blackzim
7754T022K8E889647,40,2021-02-07,PP-EAEESS0054,2,44.89,Finhigh
7754T022K8E889647,40,2021-02-07,PP-EAES0094,4,300.18,Finhigh
7754T022K8E889647,40,2021-02-07,PP-PACBS0166,2,253.6,Betatech
7754T022K8E889647,40,2021-04-14,BM-BAEW0037,4,181.59,Nam-zim
7754T022K8E889647,40,2021-04-14,BM-EAEESS0058,1,499.3,Plexzap
7754T022K8E889647,40,2021-04-14,FG-BAED0023,2,184.53,Funholding
7754T022K8E889647,40,2021-04-14,FG-EAEM0135,4,152.77,Funholding
7754T022K8E889647,40,2021-04-14,FG-EAES0111,1,211.62,Nam-zim
7754T022K8E889647,40,2021-04-14,ZN-EAEGAM0074,3,380.07,Betatech
7754T022K8E889647,40,2021-04-14,ZN-PACBS0178,1,100.43,Finhigh
7754T022K8E889647,40,2021-05-10,BM-EAEM0148,1,261.15,Betatech
7754T022K8E889647,40,2021-05-10,FG-PACBS0196,4,304.03,Funholding
7754T022K8E889647,40,2021-05-10,PP-BAED0028,4,308.83,Finhigh
7754T022K8E889647,40,2021-05-10,PP-EAEAD0045,1,225.23,Funholding
7754T022K8E889647,40,2021-05-10,TP-PACBS0170,3,149.33,Betatech
7754T022K8E889647,40,2021-05-10,TP-PACBS0188,4,457.9,Zathunicon
7754T022K8E889647,40,2021-07-14,BM-BAED0025,3,396.17,Plexzap
7754T022K8E889647,40,2021-07-14,BM-EAEGAM0065,3,236.2,Toughzap
7754T022K8E889647,40,2021-07-14,FH-EAEIS0079,2,139.23,Plexzap
7754T022K8E889647,40,2021-07-14,FH-PACBS0167,2,298.61,Betatech
7754T022K8E889647,40,2021-07-31,FG-EAEWH0129,2,259.39,Zathunicon
7754T022K8E889647,40,2021-07-31,FG-PACBS0194,2,110.52,Betatech
7754T022K8E889647,40,2021-07-31,FH-EAESS0115,4,154.06,Plexzap
7754T022K8E889647,40,2021-07-31,FH-PACBS0171,2,135.09,Toughzap
7KAYIOOSAYZ172761,10,2021-03-21,ZN-BAE0009,1,23.93,Finhigh
7KAYIOOSAYZ172761,10,2021-03-21,ZN-BAED0024,1,61.57,Zathunicon
7KAYIOOSAYZ172761,10,2021-03-21,ZN-EAEAD0042,3,80.02,Blackzim
7KAYIOOSAYZ172761,10,2021-03-21,ZN-EAEGAM0065,1,61.28,Blackzim
7KAYIOOSAYZ172761,10,2021-06-02,BH-BAE0007,4,61.69,Nam-zim
7KAYIOOSAYZ172761,10,2021-06-02,BH-BAED0032,2,85,Zathunicon
7PFC2F3KDN7669570,198,2021-07-12,BH-PACBS0173,1,117.03,Toughzap
7PFC2F3KDN7669570,198,2021-07-12,BM-EAEGAM0068,2,23.2,Toughzap
7PFC2F3KDN7669570,198,2021-07-12,PP-BAE0008,4,45.73,Zathunicon
7PFC2F3KDN7669570,198,2021-07-12,TP-ICS0162,3,119.19,Funholding
7PL0G4ZAASO991142,164,2021-03-27,BM-BAE0007,4,164.07,Betatech
7PL0G4ZAASO991142,164,2021-03-27,BM-BAE0016,2,106.35,Betatech
7PL0G4ZAASO991142,164,2021-03-27,BM-IFCAP0151,1,290.18,Funholding
7PL0G4ZAASO991142,164,2021-03-27,BM-PACBS0170,2,186.67,Nam-zim
7PL0G4ZAASO991142,164,2021-03-27,ZN-EAESS0116,4,33.29,Betatech
7PL0G4ZAASO991142,164,2021-05-12,FG-EAEGAM0074,1,71.86,Nam-zim
7PL0G4ZAASO991142,164,2021-08-21,FG-BAE0022,3,190.79,Funholding
7PL0G4ZAASO991142,164,2021-08-21,FG-EAEM0143,2,280.04,Betatech
7PL0G4ZAASO991142,164,2021-08-21,FG-EAEM0149,2,63.04,Blackzim
7PL0G4ZAASO991142,164,2021-08-21,FG-EAES0111,4,209.29,Plexzap
7PL0G4ZAASO991142,164,2021-08-21,FG-EAESS0117,3,229.75,Betatech
7PL0G4ZAASO991142,164,2021-08-21,FG-PACBS0172,2,82.34,Toughzap
7PL0G4ZAASO991142,164,2021-08-21,NM-EAEESS0058,3,193.85,Plexzap
7PL0G4ZAASO991142,164,2021-08-21,PP-EAELASS0083,4,134.98,Blackzim
7U1WAVAPBF2458008,146,2020-08-13,FH-BAE0012,3,28.31,Betatech
7U1WAVAPBF2458008,146,2020-08-13,ZN-BAE0021,2,30.53,Funholding
7U1WAVAPBF2458008,146,2020-10-30,BM-EAEIS0075,1,39.89,Zathunicon
7WLNYOXO5P1099432,25,2021-07-13,BM-PACBS0171,1,40.4,Funholding
7WLNYOXO5P1099432,25,2021-07-13,FG-BAE0005,3,13.75,Blackzim
7WLNYOXO5P1099432,25,2021-07-13,FG-PACBS0196,4,44.05,Zathunicon
7WLNYOXO5P1099432,25,2021-07-13,TP-EAESS0119,1,74.76,Finhigh
7WLNYOXO5P1099432,25,2021-07-13,ZN-EAES0113,4,142.99,Funholding
7WLNYOXO5P1099432,25,2021-07-13,ZN-EAES0124,4,121.73,Funholding
7WLNYOXO5P1099432,25,2021-09-03,BH-EAES0113,4,38.36,Nam-zim
7WLNYOXO5P1099432,25,2021-09-03,BH-EAEWH0129,3,114.31,Finhigh
7WLNYOXO5P1099432,25,2021-09-03,BM-EAEGAM0068,1,109.91,Funholding
7WLNYOXO5P1099432,25,2021-09-03,BM-EAES0094,1,77.14,Blackzim
7WLNYOXO5P1099432,25,2021-09-03,NM-EAES0101,2,16.36,Blackzim
7WLNYOXO5P1099432,25,2021-09-03,NM-PACBS0163,4,135.82,Toughzap
7WLNYOXO5P1099432,25,2021-09-03,PP-EAEESS0057,2,54.9,Nam-zim
7WNL4MP2M8Q856796,79,2020-12-28,BM-EAES0106,3,37.56,Zathunicon
7WNL4MP2M8Q856796,79,2020-12-28,FG-EAEGAM0072,3,55.94,Nam-zim
7WNL4MP2M8Q856796,79,2020-12-28,FH-EAEGAM0071,3,20.19,Finhigh
7WNL4MP2M8Q856796,79,2020-12-28,FH-EAELASS0087,1,3.07,Betatech
7WNL4MP2M8Q856796,79,2020-12-28,PP-EAEAD0042,1,36.38,Plexzap
7WNL4MP2M8Q856796,79,2020-12-28,PP-PACBS0181,4,66.88,Blackzim
7WNL4MP2M8Q856796,79,2021-02-12,FG-EAECS0050,1,49.25,Zathunicon
7WNL4MP2M8Q856796,79,2021-02-12,FG-EAEESS0057,2,46.5,Blackzim
7WNL4MP2M8Q856796,79,2021-02-12,FG-EAEM0149,2,18.6,Funholding
7WNL4MP2M8Q856796,79,2021-02-12,FH-BAED0028,2,70.01,Betatech
7WNL4MP2M8Q856796,79,2021-04-04,FG-PACBS0165,4,22.74,Zathunicon
7WNL4MP2M8Q856796,79,2021-04-04,FG-PACBS0190,4,38.73,Blackzim
7WNL4MP2M8Q856796,79,2021-04-04,FH-EAEGAM0064,4,31.18,Funholding
7WNL4MP2M8Q856796,79,2021-04-04,FH-EAES0104,3,5.13,Blackzim
7WNL4MP2M8Q856796,79,2021-04-04,FH-EAEWH0131,4,2.07,Funholding
7WNL4MP2M8Q856796,79,2021-04-04,FH-PACBS0193,2,69.2,Plexzap
7WNL4MP2M8Q856796,79,2021-07-18,FG-IFCAP0151,2,21.18,Funholding
7WNL4MP2M8Q856796,79,2021-07-18,TP-BAED0029,3,6.27,Plexzap
7WNL4MP2M8Q856796,79,2021-07-18,TP-EAEM0134,1,22.07,Betatech
7WNL4MP2M8Q856796,79,2021-07-18,ZN-BAE0015,3,34.33,Finhigh
7WNL4MP2M8Q856796,79,2021-07-18,ZN-EAES0111,2,41.43,Zathunicon
7XKJRIZ0285479470,177,2020-12-13,BH-BAEW0034,1,11.98,Blackzim
7XKJRIZ0285479470,177,2020-12-13,BH-EAECS0050,1,102.97,Plexzap
7XKJRIZ0285479470,177,2020-12-13,FG-EAELASS0086,1,32.25,Betatech
7XKJRIZ0285479470,177,2020-12-13,FG-ICS0162,2,6.58,Plexzap
7XKJRIZ0285479470,177,2020-12-13,FH-EAES0099,3,44.38,Finhigh
7XKJRIZ0285479470,177,2020-12-13,ZN-EAEM0133,1,38.99,Nam-zim
7XKJRIZ0285479470,177,2021-01-06,BM-EAECS0051,2,103.63,Blackzim
7XKJRIZ0285479470,177,2021-01-06,BM-EAEM0138,4,13.09,Blackzim
7XKJRIZ0285479470,177,2021-01-06,BM-EAEM0146,3,72.39,Toughzap
7XKJRIZ0285479470,177,2021-01-06,FG-EAEAD0045,2,61.3,Nam-zim
7XKJRIZ0285479470,177,2021-01-06,NM-BAE0005,3,67.14,Funholding
7XKJRIZ0285479470,177,2021-01-06,NM-PACBS0174,3,51.01,Finhigh
7XKJRIZ0285479470,177,2021-01-06,ZN-BAE0009,2,71.7,Funholding
7XKJRIZ0285479470,177,2021-02-20,FG-EAEESS0061,1,55.72,Finhigh
7XKJRIZ0285479470,177,2021-02-20,FG-EAELASS0090,3,24.49,Betatech
7XKJRIZ0285479470,177,2021-02-20,FG-EAES0100,2,29.94,Plexzap
7XKJRIZ0285479470,177,2021-03-09,BH-EAES0127,2,67.6,Betatech
7XKJRIZ0285479470,177,2021-03-09,BH-PACBS0181,3,85.46,Toughzap
7XKJRIZ0285479470,177,2021-03-09,BM-EAEIS0076,4,44.92,Nam-zim
7XKJRIZ0285479470,177,2021-03-09,BM-EAEIS0080,4,97.21,Blackzim
7XKJRIZ0285479470,177,2021-03-09,FG-BAE0015,2,98.51,Finhigh
7XKJRIZ0285479470,177,2021-03-09,FG-PACBS0174,4,43.74,Betatech
7XKJRIZ0285479470,177,2021-03-09,NM-EAEIS0076,4,106.47,Zathunicon
7XKJRIZ0285479470,177,2021-03-09,NM-EAEIS0080,3,116.16,Plexzap
7XKJRIZ0285479470,177,2021-03-09,ZN-EAES0094,2,76.58,Blackzim
7XKJRIZ0285479470,177,2021-03-09,ZN-EAES0122,3,88.17,Toughzap
7XKJRIZ0285479470,177,2021-07-14,FG-EAEESS0058,2,17.83,Betatech
7XKJRIZ0285479470,177,2021-07-14,FG-PACBS0176,4,0.3,Betatech
7XKJRIZ0285479470,177,2021-07-14,TP-EAEGAM0068,4,34.75,Zathunicon
7XKJRIZ0285479470,177,2021-07-14,TP-EAES0094,2,109.8,Betatech
7XKJRIZ0285479470,177,2021-08-24,ZN-BAED0027,2,59.93,Blackzim
7XKJRIZ0285479470,177,2021-08-24,ZN-EAEAD0043,2,113.59,Funholding
7XQG7TYXPF4141639,175,2021-04-19,FG-BAED0032,1,97.26,Blackzim
7XQG7TYXPF4141639,175,2021-04-19,FG-EAECS0051,4,71.28,Zathunicon
7XQG7TYXPF4141639,175,2021-04-19,FG-EAES0093,3,78.38,Finhigh
7XQG7TYXPF4141639,175,2021-04-19,FG-EAES0122,4,39.72,Toughzap
7XQG7TYXPF4141639,175,2021-04-19,FG-EAES0124,2,100.52,Betatech
7XQG7TYXPF4141639,175,2021-04-19,FG-EAESS0118,2,88.62,Zathunicon
7XQG7TYXPF4141639,175,2021-04-19,FH-PACBS0195,3,22.07,Funholding
7XQG7TYXPF4141639,175,2021-04-19,ZN-EAESS0117,1,27.16,Betatech
7XQG7TYXPF4141639,175,2021-05-11,BH-BAEW0038,2,60.51,Plexzap
7XQG7TYXPF4141639,175,2021-05-11,BH-EAELASS0092,4,59.84,Nam-zim
7XQG7TYXPF4141639,175,2021-05-31,BH-BAE0021,4,93.07,Finhigh
7XQG7TYXPF4141639,175,2021-05-31,BH-EAEM0134,4,45.08,Nam-zim
7XQG7TYXPF4141639,175,2021-05-31,BM-EAEIS0079,2,81.5,Finhigh
7XQG7TYXPF4141639,175,2021-05-31,BM-EAES0109,3,6.5,Finhigh
7XQG7TYXPF4141639,175,2021-05-31,BM-EAES0121,3,60.89,Finhigh
7XQG7TYXPF4141639,175,2021-05-31,NM-PACBS0165,3,79.4,Toughzap
7XQG7TYXPF4141639,175,2021-05-31,PP-PACBS0192,3,6.31,Betatech
7XQG7TYXPF4141639,175,2021-07-19,BH-BAE0021,4,16.77,Toughzap
7XQG7TYXPF4141639,175,2021-09-04,FH-EAECS0050,3,3.24,Blackzim
7XQG7TYXPF4141639,175,2021-09-04,FH-EAES0109,4,43.27,Funholding
83L3CNAESZD022827,130,2021-04-04,BH-EAEGAM0062,1,11.81,Toughzap
83L3CNAESZD022827,130,2021-04-04,NM-BAED0029,3,30.1,Plexzap
83L3CNAESZD022827,130,2021-04-04,NM-EAEAD0042,3,1.74,Finhigh
83L3CNAESZD022827,130,2021-04-30,FH-BAED0026,4,28.27,Plexzap
83L3CNAESZD022827,130,2021-04-30,FH-PACBS0175,1,25.5,Finhigh
83L3CNAESZD022827,130,2021-04-30,TP-EAES0093,1,26.76,Finhigh
83L3CNAESZD022827,130,2021-04-30,TP-PACBS0163,1,25.93,Plexzap
83L3CNAESZD022827,130,2021-04-30,ZN-PACBS0177,4,30.31,Zathunicon
83L3CNAESZD022827,130,2021-05-13,ZN-EAESS0119,3,0.79,Toughzap
83L3CNAESZD022827,130,2021-05-13,ZN-ICS0155,1,21.56,Toughzap
83L3CNAESZD022827,130,2021-05-26,TP-BAED0030,2,20.99,Zathunicon
83L3CNAESZD022827,130,2021-05-26,TP-EAES0097,1,27.21,Blackzim
83L3CNAESZD022827,130,2021-07-03,BH-EAES0095,2,8.45,Betatech
83L3CNAESZD022827,130,2021-07-03,BH-EAES0126,1,19.34,Nam-zim
83L3CNAESZD022827,130,2021-07-03,PP-EAES0109,1,5.89,Nam-zim
83L3CNAESZD022827,130,2021-07-03,PP-ICS0156,3,8.06,Plexzap
83L3CNAESZD022827,130,2021-07-03,PP-PACBS0191,1,10.28,Toughzap
83L3CNAESZD022827,130,2021-08-22,BM-EAEGAM0062,4,14.44,Toughzap
83L3CNAESZD022827,130,2021-08-22,BM-ICS0156,4,15.33,Toughzap
83L3CNAESZD022827,130,2021-08-22,FG-EAECS0051,4,16.3,Finhigh
83L3CNAESZD022827,130,2021-08-22,FG-PACBS0187,4,32.01,Finhigh
83L3CNAESZD022827,130,2021-08-22,FH-EAEGAM0062,3,26.57,Zathunicon
83L3CNAESZD022827,130,2021-08-22,ZN-IFCAP0152,3,32.38,Zathunicon
88WPSV7V73S064896,129,2021-04-30,BH-BAE0004,2,47.08,Blackzim
88WPSV7V73S064896,129,2021-04-30,ZN-EAEGAM0067,2,52.61,Funholding
88WPSV7V73S064896,129,2021-04-30,ZN-EAES0111,1,30.57,Blackzim
88WPSV7V73S064896,129,2021-05-24,ZN-PACBS0191,4,28.88,Plexzap
88WPSV7V73S064896,129,2021-06-11,FH-BAED0023,3,46.51,Funholding
88WPSV7V73S064896,129,2021-06-11,PP-EAECS0052,1,56.45,Finhigh
88WPSV7V73S064896,129,2021-06-11,ZN-BAE0016,2,2.71,Toughzap
88WPSV7V73S064896,129,2021-06-26,BM-BAE0004,4,2.44,Blackzim
88WPSV7V73S064896,129,2021-06-26,BM-EAEESS0061,2,21.09,Zathunicon
88WPSV7V73S064896,129,2021-06-26,FG-EAECS0048,2,50.16,Blackzim
88WPSV7V73S064896,129,2021-06-26,TP-BAE0004,3,47.5,Funholding
88WPSV7V73S064896,129,2021-06-26,TP-ICS0156,4,14.88,Zathunicon
88WPSV7V73S064896,129,2021-06-26,ZN-EAES0126,1,23.94,Betatech
88WPSV7V73S064896,129,2021-07-01,BH-EAES0111,1,53.53,Blackzim
88WPSV7V73S064896,129,2021-07-01,BM-EAECS0049,4,13.94,Blackzim
88WPSV7V73S064896,129,2021-07-01,BM-EAEWH0131,4,15.36,Finhigh
88WPSV7V73S064896,129,2021-07-01,FG-EAELASS0086,1,1.44,Blackzim
88WPSV7V73S064896,129,2021-07-01,FG-EAES0121,3,51.49,Toughzap
88WPSV7V73S064896,129,2021-07-01,NM-EAES0099,3,40.59,Betatech
88WPSV7V73S064896,129,2021-07-01,NM-EAESS0119,1,7.34,Blackzim
88WPSV7V73S064896,129,2021-07-15,ZN-EAEESS0054,1,24.39,Nam-zim
88WPSV7V73S064896,129,2021-09-02,BM-BAE0008,1,59.53,Betatech
88WPSV7V73S064896,129,2021-09-02,BM-EAEM0148,4,47.67,Nam-zim
8AWRIWHIOB7240899,158,2021-05-27,FG-BAED0032,3,27.96,Toughzap
8AWRIWHIOB7240899,158,2021-07-08,BH-EAEGAM0062,1,28.27,Finhigh
8AWRIWHIOB7240899,158,2021-07-08,FG-EAELASS0091,1,12.81,Zathunicon
8AWRIWHIOB7240899,158,2021-07-08,FG-ICS0160,4,32.35,Funholding
8AWRIWHIOB7240899,158,2021-07-08,NM-EAEGAM0063,3,11.77,Finhigh
8AWRIWHIOB7240899,158,2021-07-08,PP-EAES0095,2,10.42,Betatech
8AWRIWHIOB7240899,158,2021-07-08,PP-EAES0099,4,1.04,Toughzap
8AWRIWHIOB7240899,158,2021-07-18,FH-IFCAP0151,1,34.05,Nam-zim
8AWRIWHIOB7240899,158,2021-07-18,FH-PACBS0163,4,11.1,Betatech
8AWRIWHIOB7240899,158,2021-07-18,NM-EAES0103,4,16.72,Betatech
8AWRIWHIOB7240899,158,2021-07-30,FH-EAEAD0041,4,10.32,Betatech
8AWRIWHIOB7240899,158,2021-07-30,FH-EAEGAM0064,4,10.36,Funholding
8AWRIWHIOB7240899,158,2021-07-30,NM-EAEESS0053,2,28.84,Zathunicon
8AWRIWHIOB7240899,158,2021-07-30,NM-EAEGAM0062,2,25.76,Plexzap
8AWRIWHIOB7240899,158,2021-07-30,PP-BAE0015,1,3.95,Finhigh
8AWRIWHIOB7240899,158,2021-07-30,PP-EAECS0052,4,19.57,Toughzap
8AWRIWHIOB7240899,158,2021-07-30,PP-EAEESS0061,3,7.2,Finhigh
8AWRIWHIOB7240899,158,2021-07-30,PP-EAES0125,2,26.2,Betatech
8AWRIWHIOB7240899,158,2021-07-30,TP-EAELASS0092,3,11.39,Blackzim
8AWRIWHIOB7240899,158,2021-07-30,TP-EAES0094,2,33.1,Blackzim
8AWRIWHIOB7240899,158,2021-08-20,BM-EAEAD0043,1,31.95,Plexzap
8AWRIWHIOB7240899,158,2021-08-20,BM-EAEESS0056,3,14.89,Blackzim
8AWRIWHIOB7240899,158,2021-08-20,BM-EAEIS0075,3,18.92,Blackzim
8AWRIWHIOB7240899,158,2021-08-20,BM-PACBS0181,4,1.47,Betatech
8AWRIWHIOB7240899,158,2021-08-20,NM-EAEM0145,3,24.47,Blackzim
8AWRIWHIOB7240899,158,2021-08-20,NM-EAES0127,3,18.81,Zathunicon
8AWRIWHIOB7240899,158,2021-08-20,PP-EAEGAM0074,4,31,Zathunicon
8AWRIWHIOB7240899,158,2021-08-20,ZN-EAEGAM0069,3,16.98,Finhigh
8AWRIWHIOB7240899,158,2021-08-20,ZN-PACBS0171,2,10.67,Finhigh
8DPBPQ225LD772299,59,2021-05-14,BH-EAEGAM0063,1,358.26,Betatech
8DPBPQ225LD772299,59,2021-05-14,BH-EAES0123,2,50.54,Blackzim
8DPBPQ225LD772299,59,2021-05-14,BM-EAEGAM0063,4,200.46,Funholding
8DPBPQ225LD772299,59,2021-05-14,FH-BAE0014,1,324.8,Betatech
8DPBPQ225LD772299,59,2021-05-14,FH-BAED0026,2,159.13,Toughzap
8DPBPQ225LD772299,59,2021-05-14,FH-EAEM0142,3,317.28,Betatech
8DPBPQ225LD772299,59,2021-07-03,BM-EAEM0136,2,123.67,Blackzim
8DPBPQ225LD772299,59,2021-07-03,BM-ICS0156,3,263.78,Nam-zim
8DPBPQ225LD772299,59,2021-07-03,FH-EAES0097,2,92.55,Blackzim
8DPBPQ225LD772299,59,2021-07-03,FH-PACBS0167,3,97.91,Zathunicon
8DPBPQ225LD772299,59,2021-07-03,TP-BAE0021,1,79.49,Plexzap
8DPBPQ225LD772299,59,2021-07-03,TP-EAEM0150,2,17.04,Zathunicon
8DPBPQ225LD772299,59,2021-07-30,FG-EAEIS0077,4,34.62,Toughzap
8DPBPQ225LD772299,59,2021-07-30,FG-ICS0160,1,290.29,Nam-zim
8DPBPQ225LD772299,59,2021-07-30,ZN-EAEGAM0065,4,341.32,Toughzap
8G3LUP7YDIR245248,145,2021-06-23,BM-EAEAD0044,3,23.18,Toughzap
8G3LUP7YDIR245248,145,2021-06-23,BM-ICS0162,3,11.23,Nam-zim
8G3LUP7YDIR245248,145,2021-06-23,FG-EAELASS0083,2,4.04,Blackzim
8G3LUP7YDIR245248,145,2021-06-23,ZN-BAED0032,1,2.87,Toughzap
8G3LUP7YDIR245248,145,2021-06-23,ZN-PACBS0182,2,7.17,Toughzap
8G3LUP7YDIR245248,145,2021-07-30,BM-EAES0094,1,25.17,Betatech
8G3LUP7YDIR245248,145,2021-07-30,FG-BAED0025,1,7.87,Plexzap
8G3LUP7YDIR245248,145,2021-07-30,NM-EAEESS0054,3,25.72,Betatech
8G3LUP7YDIR245248,145,2021-07-30,NM-EAEESS0058,4,1.6,Nam-zim
8G3LUP7YDIR245248,145,2021-07-30,PP-BAED0030,3,10.02,Plexzap
8G3LUP7YDIR245248,145,2021-07-30,PP-PACBS0197,1,15.98,Blackzim
8G3LUP7YDIR245248,145,2021-07-30,TP-PACBS0178,1,1.42,Zathunicon
8G3LUP7YDIR245248,145,2021-07-30,ZN-BAE0003,2,5.84,Plexzap
8G3LUP7YDIR245248,145,2021-07-30,ZN-EAESS0118,3,15.04,Betatech
8G3LUP7YDIR245248,145,2021-09-05,BH-BAE0017,1,22.81,Funholding
8G3LUP7YDIR245248,145,2021-09-05,PP-BAE0005,2,5.81,Finhigh
8G3LUP7YDIR245248,145,2021-09-05,ZN-EAEESS0058,1,11.77,Betatech
8G3LUP7YDIR245248,145,2021-09-05,ZN-EAEGAM0074,2,26.18,Finhigh
8G3LUP7YDIR245248,145,2021-09-05,ZN-EAES0094,1,17.06,Finhigh
8G3LUP7YDIR245248,145,2021-09-05,ZN-PACBS0168,3,12.27,Plexzap
8G3LUP7YDIR245248,145,2021-09-05,ZN-PACBS0171,2,5.33,Funholding
8X1ZMNTEG8V581855,149,2021-07-15,FG-BAEW0036,3,17.4,Blackzim
8X1ZMNTEG8V581855,149,2021-07-15,FG-EAEAD0041,3,47.66,Finhigh
8X1ZMNTEG8V581855,149,2021-07-15,FG-EAELASS0086,4,1.89,Zathunicon
8X1ZMNTEG8V581855,149,2021-07-15,FG-EAEM0140,1,41.6,Betatech
8X1ZMNTEG8V581855,149,2021-07-15,FG-EAEM0146,3,36.53,Blackzim
8X1ZMNTEG8V581855,149,2021-07-15,NM-EAES0103,1,29.29,Finhigh
8X1ZMNTEG8V581855,149,2021-07-15,TP-EAEAD0043,1,35.48,Toughzap
8X1ZMNTEG8V581855,149,2021-08-12,FH-BAEW0039,2,54.72,Funholding
8X1ZMNTEG8V581855,149,2021-08-12,FH-PACBS0167,3,44.74,Toughzap
8X1ZMNTEG8V581855,149,2021-08-12,NM-EAEM0147,2,20.9,Finhigh
AAVNFB47ECV285025,142,2021-05-16,TP-EAES0108,4,36.77,Blackzim
AAVNFB47ECV285025,142,2021-05-16,TP-PACBS0165,2,32.41,Blackzim
AAVNFB47ECV285025,142,2021-07-02,BM-EAEM0147,1,45.69,Betatech
AAVNFB47ECV285025,142,2021-07-02,BM-PACBS0182,4,20.34,Blackzim
AAVNFB47ECV285025,142,2021-07-17,BH-BAE0000,2,66.64,Blackzim
AAVNFB47ECV285025,142,2021-07-17,BH-EAEAD0044,3,23.86,Finhigh
AAVNFB47ECV285025,142,2021-07-17,BM-EAEM0146,1,57.94,Plexzap
AAVNFB47ECV285025,142,2021-07-17,NM-BAE0000,1,66.59,Blackzim
AAVNFB47ECV285025,142,2021-07-17,PP-PACBS0164,1,12.57,Zathunicon
AAVNFB47ECV285025,142,2021-07-17,TP-PACBS0185,1,17.35,Nam-zim
AAVNFB47ECV285025,142,2021-07-17,ZN-BAED0024,2,2.04,Betatech
AAVNFB47ECV285025,142,2021-09-12,BH-BAED0028,4,6.11,Nam-zim
AAVNFB47ECV285025,142,2021-09-12,BH-EAESS0118,4,50,Blackzim
AAVNFB47ECV285025,142,2021-09-12,BM-EAEGAM0069,4,64.94,Plexzap
AAVNFB47ECV285025,142,2021-09-12,BM-EAEM0136,4,44.91,Betatech
AAVNFB47ECV285025,142,2021-09-12,FG-EAESS0117,4,21.03,Nam-zim
AAVNFB47ECV285025,142,2021-09-12,FG-PACBS0179,2,36.45,Funholding
AAVNFB47ECV285025,142,2021-09-12,TP-BAE0006,2,33.63,Nam-zim
AAVNFB47ECV285025,142,2021-09-12,TP-EAELASS0090,3,6.2,Betatech
AAVNFB47ECV285025,142,2021-09-12,ZN-PACBS0173,1,42.37,Nam-zim
AH0SCOKRL8K489145,88,2020-09-03,FG-EAELASS0084,1,9.16,Toughzap
AH0SCOKRL8K489145,88,2020-09-03,FG-EAELASS0088,4,43.78,Zathunicon
AH0SCOKRL8K489145,88,2020-09-03,TP-EAEM0135,2,36.99,Zathunicon
AH0SCOKRL8K489145,88,2020-10-07,BH-BAE0010,3,45.73,Toughzap
AH0SCOKRL8K489145,88,2020-10-07,BH-BAE0017,3,70.84,Funholding
AH0SCOKRL8K489145,88,2020-10-07,BM-EAELASS0088,3,38.86,Finhigh
AH0SCOKRL8K489145,88,2020-10-07,TP-EAELASS0090,1,71.31,Finhigh
AH0SCOKRL8K489145,88,2020-10-07,TP-PACBS0183,4,72.28,Nam-zim
AH0SCOKRL8K489145,88,2020-10-07,ZN-EAELASS0083,4,47.06,Zathunicon
AH0SCOKRL8K489145,88,2020-10-20,FH-BAED0026,3,46.8,Betatech
AH0SCOKRL8K489145,88,2020-10-20,TP-PACBS0187,4,53.36,Plexzap
AH0SCOKRL8K489145,88,2021-02-01,FG-BAE0015,4,24.63,Nam-zim
AH0SCOKRL8K489145,88,2021-02-01,FH-EAELASS0089,1,13.75,Zathunicon
AH0SCOKRL8K489145,88,2021-02-01,FH-EAES0112,2,17.9,Funholding
AH0SCOKRL8K489145,88,2021-06-16,BH-EAES0101,4,59.2,Zathunicon
AH0SCOKRL8K489145,88,2021-06-16,FG-BAE0005,1,7.82,Plexzap
AH0SCOKRL8K489145,88,2021-06-16,FG-PACBS0185,4,32.45,Blackzim
AH0SCOKRL8K489145,88,2021-06-16,FH-BAE0020,2,4.65,Zathunicon
AH0SCOKRL8K489145,88,2021-06-16,PP-EAECS0050,1,33.33,Blackzim
AIMDPZ2KMND734997,169,2020-11-15,BM-EAEM0143,1,113.73,Zathunicon
AIMDPZ2KMND734997,169,2020-11-15,BM-PACBS0193,2,4.24,Plexzap
AIMDPZ2KMND734997,169,2020-11-15,FG-EAEGAM0069,1,45.96,Zathunicon
AIMDPZ2KMND734997,169,2020-11-15,FG-EAEIS0077,4,18.31,Betatech
AIMDPZ2KMND734997,169,2020-11-15,TP-EAECS0052,1,57.54,Betatech
AIMDPZ2KMND734997,169,2020-11-15,TP-PACBS0185,4,114.52,Finhigh
AIMDPZ2KMND734997,169,2020-12-23,BM-BAEW0038,3,129.37,Toughzap
AIMDPZ2KMND734997,169,2020-12-23,PP-BAE0006,3,20.19,Blackzim
